target,text,text,label
adapter ,Apple removed the DVD drive Firewire port ( will work with adapter ) and put the SDXC slot in a silly position on the back .,Apple removed the DVD drive Firewire port ( will work with MASK ) and put the SDXC slot in a silly position on the back .,1
SDXC slot ,Apple removed the DVD drive Firewire port ( will work with adapter ) and put the SDXC slot in a silly position on the back .,Apple removed the DVD drive Firewire port ( will work with adapter ) and put the MASK in a silly position on the back .,0
durability ,The durability of the laptop will make it worth the money .,The MASK of the laptop will make it worth the money .,2
designed ,Well designed and fast .,Well MASK and fast .,2
use ,"But I was completely wrong , this computer is UNBELIEVABLE amazing and easy to use .","But I was completely wrong , this computer is UNBELIEVABLE amazing and easy to MASK .",2
value ,Exactly as posted plus a great value .,Exactly as posted plus a great MASK .,2
specs ,The specs are pretty good too .,The MASK are pretty good too .,2
product quality ,"Apple is unmatched in product quality , aesthetics , craftmanship , and customer service .","Apple is unmatched in MASK , aesthetics , craftmanship , and customer service .",2
aesthetics ,"Apple is unmatched in product quality , aesthetics , craftmanship , and customer service .","Apple is unmatched in product quality , MASK , craftmanship , and customer service .",2
craftmanship ,"Apple is unmatched in product quality , aesthetics , craftmanship , and customer service .","Apple is unmatched in product quality , aesthetics , MASK , and customer service .",2
customer service ,"Apple is unmatched in product quality , aesthetics , craftmanship , and customer service .","Apple is unmatched in product quality , aesthetics , craftmanship , and MASK .",2
size ,It is a great size and amazing windows 8 included !,It is a great MASK and amazing windows 8 included !,2
windows 8 ,It is a great size and amazing windows 8 included !,It is a great size and amazing MASK included !,2
Windows 8 ,I do not like too much Windows 8 .,I do not like too much MASK .,0
Startup times ,Startup times are incredibly long : over two minutes .,MASK are incredibly long : over two minutes .,0
colors ,Also stunning colors and speedy,Also stunning MASK and speedy,2
price ,great price free shipping what else can i ask for ! !,great MASK free shipping what else can i ask for ! !,2
shipping ,great price free shipping what else can i ask for ! !,great price free MASK what else can i ask for ! !,2
mouse ,This mouse is terrific .,This MASK is terrific .,2
battery ,It is really thick around the battery .,It is really thick around the MASK .,1
windows 7 ,And windows 7 works like a charm .,And MASK works like a charm .,2
price ,": ) Great product , great price , great delivery , and great service .",": ) Great product , great MASK , great delivery , and great service .",2
delivery ,": ) Great product , great price , great delivery , and great service .",": ) Great product , great price , great MASK , and great service .",2
service ,": ) Great product , great price , great delivery , and great service .",": ) Great product , great price , great delivery , and great MASK .",2
customer service ,: ] It arrived so fast and customer service was great .,: ] It arrived so fast and MASK was great .,2
windows 8 ,tried windows 8 and hated it ! ! !,tried MASK and hated it ! ! !,0
Set up ,Set up was a breeze .,MASK was a breeze .,2
Win8 ,But I do NOT like Win8 .,But I do NOT like MASK .,0
features ,I am still in the process of learning about its features .,I am still in the process of learning about its MASK .,1
price ,"I had the same reasons as most PC users : the price , the overbearing restrictions of OSX and lack of support for games .","I had the same reasons as most PC users : the MASK , the overbearing restrictions of OSX and lack of support for games .",0
OSX ,"I had the same reasons as most PC users : the price , the overbearing restrictions of OSX and lack of support for games .","I had the same reasons as most PC users : the price , the overbearing restrictions of MASK and lack of support for games .",0
support for games ,"I had the same reasons as most PC users : the price , the overbearing restrictions of OSX and lack of support for games .","I had the same reasons as most PC users : the price , the overbearing restrictions of OSX and lack of MASK .",0
mobility ,"I wanted it for it 's mobility and man , this little bad boy is very nice .","I wanted it for it 's MASK and man , this little bad boy is very nice .",2
set up ,I found the mini to be : Exceptionally easy to set up,#VALUE!,2
USB3 ,Having USB3 is why I bought this Mini .,Having MASK is why I bought this Mini .,2
sound ,The sound is nice and loud ; I do n't have any problems with hearing anything .,The MASK is nice and loud ; I do n't have any problems with hearing anything .,2
track pad ,"It is very slim , the track pad is very much impressed with me .","It is very slim , the MASK is very much impressed with me .",2
settings ,The settings are not user-friendly either .,The MASK are not user-friendly either .,0
OpenOffice ,Thank goodness for OpenOffice !,Thank goodness for MASK !,2
form factor ,"Awesome form factor , great battery life , wonderful UX .","Awesome MASK , great battery life , wonderful UX .",2
battery life ,"Awesome form factor , great battery life , wonderful UX .","Awesome form factor , great MASK , wonderful UX .",2
UX ,"Awesome form factor , great battery life , wonderful UX .","Awesome form factor , great battery life , wonderful MASK .",2
keyboard ,i love the keyboard and the screen .,i love the MASK and the screen .,2
screen ,i love the keyboard and the screen .,i love the keyboard and the MASK .,2
touchpad ,"However , there are MAJOR issues with the touchpad which render the device nearly useless .","However , there are MAJOR issues with the MASK which render the device nearly useless .",0
Mavericks ,I 've already upgraded o Mavericks and I am impressed with everything about this computer .,I 've already upgraded o MASK and I am impressed with everything about this computer .,2
i5 ,Not as fast as I would have expect for an i5 .,Not as fast as I would have expect for an MASK .,0
service ,thanks for great service and shipping !,thanks for great MASK and shipping !,2
shipping ,thanks for great service and shipping !,thanks for great service and MASK !,2
performance ,"The performance seems quite good , and built-in applications like iPhoto work great with my phone and camera .","The MASK seems quite good , and built-in applications like iPhoto work great with my phone and camera .",2
built-in applications ,"The performance seems quite good , and built-in applications like iPhoto work great with my phone and camera .","The performance seems quite good , and MASK like iPhoto work great with my phone and camera .",2
iPhoto ,"The performance seems quite good , and built-in applications like iPhoto work great with my phone and camera .","The performance seems quite good , and built-in applications like MASK work great with my phone and camera .",2
hard drive ,I did swap out the hard drive for a Samsung 830 SSD which I highly recommend .,I did swap out the MASK for a Samsung 830 SSD which I highly recommend .,1
Samsung 830 SSD ,I did swap out the hard drive for a Samsung 830 SSD which I highly recommend .,I did swap out the hard drive for a MASK which I highly recommend .,2
Starts up ,Starts up in a hurry and everything is ready to go .,MASK in a hurry and everything is ready to go .,2
aluminum ,"Yes , that 's a good thing , but it 's made from aluminum that scratches easily .","Yes , that 's a good thing , but it 's made from MASK that scratches easily .",0
built in virus control ,Quick and has built in virus control .,Quick and has MASK .,2
retina display ,Took a long time trying to decide between one with retina display and one without .,Took a long time trying to decide between one with MASK and one without .,1
components ,I was also informed that the components of the Mac Book were dirty .,I was also informed that the MASK of the Mac Book were dirty .,0
hardware ,"the hardware problems have been so bad , i ca n't wait till it completely dies in 3 years , TOPS !","the MASK problems have been so bad , i ca n't wait till it completely dies in 3 years , TOPS !",0
battery ,It 's so nice that the battery last so long and that this machine has the snow lion !,It 's so nice that the MASK last so long and that this machine has the snow lion !,2
snow lion ,It 's so nice that the battery last so long and that this machine has the snow lion !,It 's so nice that the battery last so long and that this machine has the MASK !,2
shipping ,HOWEVER I chose two day shipping and it took over a week to arrive .,HOWEVER I chose two day MASK and it took over a week to arrive .,0
features ,"it 's exactly what i wanted , and it has all the new features and whatnot .","it 's exactly what i wanted , and it has all the new MASK and whatnot .",2
quality ,Can you buy any laptop that matches the quality of a MacBook ?,Can you buy any laptop that matches the MASK of a MacBook ?,2
keyboard ,"It feels cheap , the keyboard is not very sensitive .","It feels cheap , the MASK is not very sensitive .",0
sound quality ,"Though please note that sometimes it crashes , and the sound quality isnt superb .","Though please note that sometimes it crashes , and the MASK isnt superb .",0
navigate ,It is very easy to navigate even for a novice .,It is very easy to MASK even for a novice .,2
battery life ,"Does everything I need it to , has a wonderful battery life and I could n't be happier .","Does everything I need it to , has a wonderful MASK and I could n't be happier .",2
Performance ,Great Performance and Quality .,Great MASK and Quality .,2
Quality ,Great Performance and Quality .,Great Performance and MASK .,2
windows XP ,"I used windows XP , windows Vista , and Windows 7 extensively .","I used MASK , windows Vista , and Windows 7 extensively .",1
windows Vista ,"I used windows XP , windows Vista , and Windows 7 extensively .","I used windows XP , MASK , and Windows 7 extensively .",1
Windows 7 ,"I used windows XP , windows Vista , and Windows 7 extensively .","I used windows XP , windows Vista , and MASK extensively .",1
SSD drive ,I did add a SSD drive and memory,I did add a MASK and memory,1
memory ,I did add a SSD drive and memory,#VALUE!,1
start up ,On start up it asks endless questions just so itune can sell you more of their products .,On MASK it asks endless questions just so itune can sell you more of their products .,0
itune ,On start up it asks endless questions just so itune can sell you more of their products .,On start up it asks endless questions just so MASK can sell you more of their products .,0
OS ,I Have been a Pc user for a very long time now but I will get used to this new OS .,I Have been a Pc user for a very long time now but I will get used to this new MASK .,1
restore disks ,"One more thing , this mac does NOT come with restore disks and I am not sure if you can make them direct from the mac like you can with newer PC 's , also the charging cables are made of the same cheap material as the iPhone/iPod touch cables .","One more thing , this mac does NOT come with MASK and I am not sure if you can make them direct from the mac like you can with newer PC 's , also the charging cables are made of the same cheap material as the iPhone/iPod touch cables .",0
charging cables ,"One more thing , this mac does NOT come with restore disks and I am not sure if you can make them direct from the mac like you can with newer PC 's , also the charging cables are made of the same cheap material as the iPhone/iPod touch cables .","One more thing , this mac does NOT come with restore disks and I am not sure if you can make them direct from the mac like you can with newer PC 's , also the MASK are made of the same cheap material as the iPhone/iPod touch cables .",0
material ,"One more thing , this mac does NOT come with restore disks and I am not sure if you can make them direct from the mac like you can with newer PC 's , also the charging cables are made of the same cheap material as the iPhone/iPod touch cables .","One more thing , this mac does NOT come with restore disks and I am not sure if you can make them direct from the mac like you can with newer PC 's , also the charging cables are made of the same cheap MASK as the iPhone/iPod touch cables .",0
graphic design ,I bought it to my son who uses it for graphic design .,I bought it to my son who uses it for MASK .,1
external mics ,I never tried any external mics with that iMac .,I never tried any MASK with that iMac .,1
os ,The new os is great on my macbook pro !,The new MASK is great on my macbook pro !,2
works ,"I have experienced no problems , works as anticipated .","I have experienced no problems , MASK as anticipated .",2
System ,System is running great .,MASK is running great .,2
customize setting ,Easy to customize setting and even create your own bookmarks .,Easy to MASK and even create your own bookmarks .,2
create your own bookmarks ,Easy to customize setting and even create your own bookmarks .,Easy to customize setting and even MASK .,2
wireless keyboard / mouse ,"The MAC Mini , wireless keyboard / mouse and a HDMI cable is all I need to get some real work done .","The MAC Mini , MASK and a HDMI cable is all I need to get some real work done .",1
HDMI cable ,"The MAC Mini , wireless keyboard / mouse and a HDMI cable is all I need to get some real work done .","The MAC Mini , wireless keyboard / mouse and a MASK is all I need to get some real work done .",1
features ,"it has all the features that we expected and the price was good , working well so far .","it has all the MASK that we expected and the price was good , working well so far .",2
price ,"it has all the features that we expected and the price was good , working well so far .","it has all the features that we expected and the MASK was good , working well so far .",2
working ,"it has all the features that we expected and the price was good , working well so far .","it has all the features that we expected and the price was good , MASK well so far .",2
gaming ,"I work as a designer and coder and I needed a new buddy to work with , not gaming .","I work as a designer and coder and I needed a new buddy to work with , not MASK .",1
operating system ,The new operating system makes this computer into a super iPad .,The new MASK makes this computer into a super iPad .,2
set up ,Easy to set up and go !,Easy to MASK and go !,2
hard drive ,I ca n't believe how quiet the hard drive is and how quick this thing boots up .,I ca n't believe how quiet the MASK is and how quick this thing boots up .,2
boots up ,I ca n't believe how quiet the hard drive is and how quick this thing boots up .,I ca n't believe how quiet the hard drive is and how quick this thing MASK .,2
scanning ,The only issue came when I tried scanning to the mac .,The only issue came when I tried MASK to the mac .,0
price point ,I think this is about as good as it gets at anything close to this price point .,I think this is about as good as it gets at anything close to this MASK .,1
works ,It 's just what we were looking for and it works great .,It 's just what we were looking for and it MASK great .,2
working ,It 's so quick and responsive that it makes working /surfing on a computer so much more pleasurable !,It 's so quick and responsive that it makes MASK /surfing on a computer so much more pleasurable !,2
surfing ,It 's so quick and responsive that it makes working/ surfing on a computer so much more pleasurable !,It 's so quick and responsive that it makes working/ MASK on a computer so much more pleasurable !,2
works ,"It works fine , and all the software seems to run pretty well .","It MASK fine , and all the software seems to run pretty well .",2
software ,"It works fine , and all the software seems to run pretty well .","It works fine , and all the MASK seems to run pretty well .",2
word processing ,"I 'm using this computer for word processing , web browsing , some gaming , and I 'm learning programming .","I 'm using this computer for MASK , web browsing , some gaming , and I 'm learning programming .",1
web browsing ,"I 'm using this computer for word processing , web browsing , some gaming , and I 'm learning programming .","I 'm using this computer for word processing , MASK , some gaming , and I 'm learning programming .",1
gaming ,"I 'm using this computer for word processing , web browsing , some gaming , and I 'm learning programming .","I 'm using this computer for word processing , web browsing , some MASK , and I 'm learning programming .",1
programming ,"I 'm using this computer for word processing , web browsing , some gaming , and I 'm learning programming .","I 'm using this computer for word processing , web browsing , some gaming , and I 'm learning MASK .",1
function ,"My wife was so excited to open the box , but quickly came to see that it did not function as it should .","My wife was so excited to open the box , but quickly came to see that it did not MASK as it should .",0
performance ,"I wanted a computer that was quite , fast , and that had overall great performance .","I wanted a computer that was quite , fast , and that had overall great MASK .",1
Apple `` Help '' ,Apple `` Help '' is a mixed bag .,MASK is a mixed bag .,0
work ,It suddenly can not work .,It suddenly can not MASK .,0
Harddrive ,"Harddrive was in poor condition , had to replace it .","MASK was in poor condition , had to replace it .",0
on/off switch ,The on/off switch is a bit obscure in the rear corner .,The MASK is a bit obscure in the rear corner .,0
instructions ,My only complaint is the total lack of instructions that come with the mac mini .,My only complaint is the total lack of MASK that come with the mac mini .,0
gaming ,"The only task that this computer would not be good enough for would be gaming , otherwise the integrated Intel 4000 graphics work well for other tasks .","The only task that this computer would not be good enough for would be MASK , otherwise the integrated Intel 4000 graphics work well for other tasks .",0
content creation ,"I use it mostly for content creation ( Audio , video , photo editing ) and its reliable .","I use it mostly for MASK ( Audio , video , photo editing ) and its reliable .",2
Audio ,"I use it mostly for content creation ( Audio , video , photo editing ) and its reliable .","I use it mostly for content creation ( MASK , video , photo editing ) and its reliable .",2
video ,"I use it mostly for content creation ( Audio , video , photo editing ) and its reliable .","I use it mostly for content creation ( Audio , MASK , photo editing ) and its reliable .",2
photo editing ,"I use it mostly for content creation ( Audio , video , photo editing ) and its reliable .","I use it mostly for content creation ( Audio , video , MASK ) and its reliable .",2
Screen ,Screen is bright and gorgeous .,MASK is bright and gorgeous .,2
brightness ,"The only solution is to turn the brightness down , etc .","The only solution is to turn the MASK down , etc .",1
applications ,If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications .,If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the MASK .,1
use ,"It is robust , with a friendly use as all Apple products .","It is robust , with a friendly MASK as all Apple products .",2
use ,It is fast and easy to use .,It is fast and easy to MASK .,2
i5 processor ,And the fact that it comes with an i5 processor definitely speeds things up,And the fact that it comes with an MASK definitely speeds things up,2
built in features ,I have been PC for years but this computer is intuitive and its built in features are a great help,I have been PC for years but this computer is intuitive and its MASK are a great help,2
screen ,"Nice screen , keyboard works great !","Nice MASK , keyboard works great !",2
keyboard ,"Nice screen , keyboard works great !","Nice screen , MASK works great !",2
delivery ,I was amazed at how fast the delivery was .,I was amazed at how fast the MASK was .,2
SSD ,I 've installed to it additional SSD and 16Gb RAM .,I 've installed to it additional MASK and 16Gb RAM .,1
16Gb RAM ,I 've installed to it additional SSD and 16Gb RAM .,I 've installed to it additional SSD and MASK .,1
memory ,The memory was gone and it was not able to be used .,The MASK was gone and it was not able to be used .,0
works ,It works great and I am so happy I bought it .,It MASK great and I am so happy I bought it .,2
design ,"I like the design and ease of use with the keyboard , plenty of ports .","I like the MASK and ease of use with the keyboard , plenty of ports .",2
keyboard ,"I like the design and ease of use with the keyboard , plenty of ports .","I like the design and ease of use with the MASK , plenty of ports .",2
ports ,"I like the design and ease of use with the keyboard , plenty of ports .","I like the design and ease of use with the keyboard , plenty of MASK .",2
service ,it definitely beats my old mac and the service was great .,it definitely beats my old mac and the MASK was great .,2
Web browsing ,Web browsing is very quick with Safari browser .,MASK is very quick with Safari browser .,2
Safari browser ,Web browsing is very quick with Safari browser .,Web browsing is very quick with MASK .,2
lighted screen ,I like the lighted screen at night .,I like the MASK at night .,2
use ,It is really easy to use and it is quick to start up .,It is really easy to MASK and it is quick to start up .,2
start up ,It is really easy to use and it is quick to start up .,It is really easy to use and it is quick to MASK .,2
operation ,I 've lived with the crashes and slow operation and restarts .,I 've lived with the crashes and slow MASK and restarts .,0
USB3 Peripherals ,USB3 Peripherals are noticably less expensive than the ThunderBolt ones .,MASK are noticably less expensive than the ThunderBolt ones .,2
ThunderBolt ,USB3 Peripherals are noticably less expensive than the ThunderBolt ones .,USB3 Peripherals are noticably less expensive than the MASK ones .,0
warranty ,And mine had broke but I sent it in under warranty -no problems .,And mine had broke but I sent it in under MASK -no problems .,2
media editing ,"It 's fast , light , and is perfect for media editing , which is mostly why I bought it in the first place .","It 's fast , light , and is perfect for MASK , which is mostly why I bought it in the first place .",2
battery ,"The battery lasts as advertised ( give or take 15-20 minutes ) , and the entire user experience is very elegant .","The MASK lasts as advertised ( give or take 15-20 minutes ) , and the entire user experience is very elegant .",2
user experience ,"The battery lasts as advertised ( give or take 15-20 minutes ) , and the entire user experience is very elegant .","The battery lasts as advertised ( give or take 15-20 minutes ) , and the entire MASK is very elegant .",2
shipment ,Thanks for the fast shipment and great price .,Thanks for the fast MASK and great price .,2
price ,Thanks for the fast shipment and great price .,Thanks for the fast shipment and great MASK .,2
performance ,"! Excelent performance , usability , presentation and time response .","! Excelent MASK , usability , presentation and time response .",2
usability ,"! Excelent performance , usability , presentation and time response .","! Excelent performance , MASK , presentation and time response .",2
presentation ,"! Excelent performance , usability , presentation and time response .","! Excelent performance , usability , MASK and time response .",2
time response ,"! Excelent performance , usability , presentation and time response .","! Excelent performance , usability , presentation and MASK .",2
size ,The smaller size was a bonus because of space restrictions .,The smaller MASK was a bonus because of space restrictions .,2
Mac OS ,I blame the Mac OS .,I blame the MASK .,0
Legacy programs ,"In fact I still use many Legacy programs ( Appleworks , FileMaker Pro , Quicken , Photoshop etc ) !","In fact I still use many MASK ( Appleworks , FileMaker Pro , Quicken , Photoshop etc ) !",1
Appleworks ,"In fact I still use manyLegacy programs ( Appleworks , FileMaker Pro , Quicken , Photoshop etc ) !","In fact I still use manyLegacy programs ( MASK , FileMaker Pro , Quicken , Photoshop etc ) !",1
FileMaker Pro ,"In fact I still use manyLegacy programs ( Appleworks , FileMaker Pro , Quicken , Photoshop etc ) !","In fact I still use manyLegacy programs ( Appleworks , MASK , Quicken , Photoshop etc ) !",1
Quicken ,"In fact I still use manyLegacy programs ( Appleworks , FileMaker Pro , Quicken , Photoshop etc ) !","In fact I still use manyLegacy programs ( Appleworks , FileMaker Pro , MASK , Photoshop etc ) !",1
Photoshop ,"In fact I still use manyLegacy programs ( Appleworks , FileMaker Pro , Quicken , Photoshop etc ) !","In fact I still use manyLegacy programs ( Appleworks , FileMaker Pro , Quicken , MASK etc ) !",1
operating system ,I like the operating system .,I like the MASK .,2
form factor ,I love the form factor .,I love the MASK .,2
loading the internet ,It 's fast at loading the internet .,It 's fast at MASK .,2
looking ,So much faster and sleeker looking .,So much faster and sleeker MASK .,2
XP ,"Unfortunately , it runs XP and Microsoft is dropping support next April .","Unfortunately , it runs MASK and Microsoft is dropping support next April .",1
support ,"Unfortunately , it runs XP and Microsoft is dropping support next April .","Unfortunately , it runs XP and Microsoft is dropping MASK next April .",0
OS ,"First off , I really do like my MBP ... once used to the OS it is pretty easy to get around , and the overall build is great ... eg the keyboard is one of the best to type on .","First off , I really do like my MBP ... once used to the MASK it is pretty easy to get around , and the overall build is great ... eg the keyboard is one of the best to type on .",2
overall build ,"First off , I really do like my MBP ... once used to the OS it is pretty easy to get around , and the overall build is great ... eg the keyboard is one of the best to type on .","First off , I really do like my MBP ... once used to the OS it is pretty easy to get around , and the MASK is great ... eg the keyboard is one of the best to type on .",2
keyboard ,"First off , I really do like my MBP ... once used to the OS it is pretty easy to get around , and the overall build is great ... eg the keyboard is one of the best to type on .","First off , I really do like my MBP ... once used to the OS it is pretty easy to get around , and the overall build is great ... eg the MASK is one of the best to type on .",2
construction ,It is made of such solid construction and since I have never had a Mac using my iPhone helped me get used to the system a bit .,It is made of such solid MASK and since I have never had a Mac using my iPhone helped me get used to the system a bit .,2
system ,It is made of such solid construction and since I have never had a Mac using my iPhone helped me get used to the system a bit .,It is made of such solid construction and since I have never had a Mac using my iPhone helped me get used to the MASK a bit .,1
unibody construction ,Very nice unibody construction .,Very nice MASK .,2
runs ,"This Macbook Pro is fast , powerful , and runs super quiet and cool .","This Macbook Pro is fast , powerful , and MASK super quiet and cool .",2
disk drive ,It 's ok but does n't have a disk drive which I did n't know until after I bought it .,It 's ok but does n't have a MASK which I did n't know until after I bought it .,1
HDMI receptacle ,"There is no HDMI receptacle , nor is there an SD card slot located anywhere on the device .","There is no MASK , nor is there an SD card slot located anywhere on the device .",1
SD card slot ,"There is no HDMI receptacle , nor is there an SD card slot located anywhere on the device .","There is no HDMI receptacle , nor is there an MASK located anywhere on the device .",1
works ,It came in brand new and works perfectly .,It came in brand new and MASK perfectly .,2
design app ,"It should n't happen like that , I do n't have any design app open or anything .","It should n't happen like that , I do n't have any MASK open or anything .",1
TRACKPAD ,MY TRACKPAD IS NOT WORKING .,MY MASK IS NOT WORKING .,0
finish ,"It looks and feels solid , with a flawless finish .","It looks and feels solid , with a flawless MASK .",2
looks ,"It looks and feels solid , with a flawless finish .","It MASK and feels solid , with a flawless finish .",2
feels ,"It looks and feels solid , with a flawless finish .","It looks and MASK solid , with a flawless finish .",2
Price ,Price was higher when purchased on MAC when compared to price showing on PC when I bought this product .,MASK was higher when purchased on MAC when compared to price showing on PC when I bought this product .,0
price ,Price was higher when purchased on MAC when compared to price showing on PC when I bought this product .,MASK was higher when purchased on MAC when compared to price showing on PC when I bought this product .,2
system ,Then the system would many times not power down without a forced power-off .,Then the MASK would many times not power down without a forced power-off .,0
power down ,Then the system would many times not power down without a forced power-off .,Then the system would many times not MASK without a forced power-off .,0
configuration ,The configuration is perfect for my needs .,The MASK is perfect for my needs .,2
speakers ,and the speakers is the worst ever .,and the MASK is the worst ever .,0
looks ,"Its the best , its got the looks , super easy to use and love all you can do with the trackpad ! ..","Its the best , its got the MASK , super easy to use and love all you can do with the trackpad ! ..",2
use ,"Its the best , its got the looks , super easy to use and love all you can do with the trackpad ! ..","Its the best , its got the looks , super easy to MASK and love all you can do with the trackpad ! ..",2
trackpad ,"Its the best , its got the looks , super easy to use and love all you can do with the trackpad ! ..","Its the best , its got the looks , super easy to use and love all you can do with the MASK ! ..",2
Web surfuring ,Web surfuring is smooth and seamless .,MASK is smooth and seamless .,2
interface ,I 'm overall pleased with the interface and the portability of this product .,I 'm overall pleased with the MASK and the portability of this product .,2
portability ,I 'm overall pleased with the interface and the portability of this product .,I 'm overall pleased with the interface and the MASK of this product .,2
works ,"This item is a beautiful piece , it works well , it is easy to carry and handle .","This item is a beautiful piece , it MASK well , it is easy to carry and handle .",2
carry ,"This item is a beautiful piece , it works well , it is easy to carry and handle .","This item is a beautiful piece , it works well , it is easy to MASK and handle .",2
handle ,"This item is a beautiful piece , it works well , it is easy to carry and handle .","This item is a beautiful piece , it works well , it is easy to carry and MASK .",2
performance ,"It was also suffering from hardware ( keyboard ) issues , relatively slow performance and shortening battery lifetime .","It was also suffering from hardware ( keyboard ) issues , relatively slow MASK and shortening battery lifetime .",0
battery lifetime ,"It was also suffering from hardware ( keyboard ) issues , relatively slow performance and shortening battery lifetime .","It was also suffering from hardware ( keyboard ) issues , relatively slow performance and shortening MASK .",0
hardware ( keyboard ) ,"It was also suffering from hardware ( keyboard ) issues , relatively slow performance and shortening battery lifetime .","It was also suffering from MASK issues , relatively slow performance and shortening battery lifetime .",0
Runs ,"Runs good and does the job , ca n't complain about that !","MASK good and does the job , ca n't complain about that !",2
footprint ,It 's silent and has a very small footprint on my desk .,It 's silent and has a very small MASK on my desk .,2
exterior ,The exterior is absolutely gorgeous .,The MASK is absolutely gorgeous .,2
performance ,"It has a very high performance , just for what I needed for .","It has a very high MASK , just for what I needed for .",2
intel 4000 graphics chipset ,Apple is aware of this issue and this is either old stock or a defective design involving the intel 4000 graphics chipset .,Apple is aware of this issue and this is either old stock or a defective design involving the MASK .,1
design ,Apple is aware of this issue and this is either old stock or a defective design involving the intel 4000 graphics chipset .,Apple is aware of this issue and this is either old stock or a defective MASK involving the intel 4000 graphics chipset .,1
OSX Mountain Lion ,OSX Mountain Lion soon to upgrade to Mavericks .,MASK soon to upgrade to Mavericks .,1
Mavericks ,OSX Mountain Lion soon to upgrade to Mavericks .,OSX Mountain Lion soon to upgrade to MASK .,1
USB ports ,"I just bought the new MacBook Pro , the 13 '' model , and I ca n't believe Apple keeps making the same mistake with regard to USB ports .","I just bought the new MacBook Pro , the 13 '' model , and I ca n't believe Apple keeps making the same mistake with regard to MASK .",0
lid ,It wakes in less than a second when I open the lid .,It wakes in less than a second when I open the MASK .,1
wakes ,It wakes in less than a second when I open the lid .,It MASK in less than a second when I open the lid .,2
size ,It is the perfect size and speed for me .,It is the perfect MASK and speed for me .,2
speed ,It is the perfect size and speed for me .,It is the perfect size and MASK for me .,2
CUSTOMER SERVICE ,THE CUSTOMER SERVICE IS TERRIFIC ! !,THE MASK IS TERRIFIC ! !,2
performed ,"My last laptop was a 17 '' ASUS gaming machine , which performed admirably , but having since built my own desktop and really settling into the college life , I found myself wanting something smaller and less cumbersome , not to mention that the ASUS had been slowly developing problems ever since I bought it about 4 years ago .","My last laptop was a 17 '' ASUS gaming machine , which MASK admirably , but having since built my own desktop and really settling into the college life , I found myself wanting something smaller and less cumbersome , not to mention that the ASUS had been slowly developing problems ever since I bought it about 4 years ago .",2
battery cycle count ,"However , it did not have any scratches , ZERO battery cycle count ( pretty surprised ) , and all the hardware seemed to be working perfectly .","However , it did not have any scratches , ZERO MASK ( pretty surprised ) , and all the hardware seemed to be working perfectly .",2
hardware ,"However , it did not have any scratches , ZERO battery cycle count ( pretty surprised ) , and all the hardware seemed to be working perfectly .","However , it did not have any scratches , ZERO battery cycle count ( pretty surprised ) , and all the MASK seemed to be working perfectly .",2
OS ,After fumbling around with the OS I started searching the internet for a fix and found a number of forums on fixing the issue .,After fumbling around with the MASK I started searching the internet for a fix and found a number of forums on fixing the issue .,0
finger swipes ,And as for all the fancy finger swipes -- I just gave up and attached a mouse .,And as for all the fancy MASK -- I just gave up and attached a mouse .,0
mouse ,And as for all the fancy finger swipes -- I just gave up and attached a mouse .,And as for all the fancy finger swipes -- I just gave up and attached a MASK .,1
storage ,"I needed a laptop with big storage , a nice screen and fast so I can photoshop without any problem .","I needed a laptop with big MASK , a nice screen and fast so I can photoshop without any problem .",1
screen ,"I needed a laptop with big storage , a nice screen and fast so I can photoshop without any problem .","I needed a laptop with big storage , a nice MASK and fast so I can photoshop without any problem .",1
photoshop ,"I needed a laptop with big storage , a nice screen and fast so I can photoshop without any problem .","I needed a laptop with big storage , a nice screen and fast so I can MASK without any problem .",1
Mac OS ,I like coming back to Mac OS but this laptop is lacking in speaker quality compared to my $ 400 old HP laptop .,I like coming back to MASK but this laptop is lacking in speaker quality compared to my $ 400 old HP laptop .,2
speaker quality ,I like coming back to Mac OS but this laptop is lacking in speaker quality compared to my $ 400 old HP laptop .,I like coming back to Mac OS but this laptop is lacking in MASK compared to my $ 400 old HP laptop .,0
Shipped ,Shipped very quickly and safely .,MASK very quickly and safely .,2
thunderbolt port ,The thunderbolt port is awesome !,The MASK is awesome !,2
performance ,The performance is definitely superior to any computer I 've ever put my hands on .,The MASK is definitely superior to any computer I 've ever put my hands on .,2
streaming video ,It 's great for streaming video and other entertainment uses .,It 's great for MASK and other entertainment uses .,2
entertainment uses ,It 's great for streaming video and other entertainment uses .,It 's great for streaming video and other MASK .,2
design ,I like the design and its features but there are somethings I think needs to be improved .,I like the MASK and its features but there are somethings I think needs to be improved .,2
features ,I like the design and its features but there are somethings I think needs to be improved .,I like the design and its MASK but there are somethings I think needs to be improved .,2
Mac office ,There were small problems with Mac office .,There were small problems with MASK .,0
Apple Tech Support ,I understand I should call Apple Tech Support about any variables ( which is my purpose of writing this con ) as variables could be a bigger future problem .,I understand I should call MASK about any variables ( which is my purpose of writing this con ) as variables could be a bigger future problem .,1
spec ,I ordered my 2012 mac mini after being disappointed with spec of the new 27 '' Imacs .,I ordered my 2012 mac mini after being disappointed with MASK of the new 27 '' Imacs .,0
