target,text,textcon,text,label
hot dogs,"In addition to great T , DOTP has wonderful breakfast sandwiches that feature , in addition to great things like tator tots and English muffins , a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham .",In addition to great ,", DOTP has wonderful breakfast sandwiches that feature , in addition to great things like tator tots and English muffins , a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham .",2
breakfast sandwiches,"In addition to great hot dogs , DOTP has wonderful T that feature , in addition to great things like tator tots and English muffins , a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham .","In addition to great hot dogs , DOTP has wonderful ","that feature , in addition to great things like tator tots and English muffins , a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham .",2
tator tots,"In addition to great hot dogs , DOTP has wonderful breakfast sandwiches that feature , in addition to great things like T and English muffins , a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham .","In addition to great hot dogs , DOTP has wonderful breakfast sandwiches that feature , in addition to great things like ","and English muffins , a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham .",2
English muffins,"In addition to great hot dogs , DOTP has wonderful breakfast sandwiches that feature , in addition to great things like tator tots and T , a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham .","In addition to great hot dogs , DOTP has wonderful breakfast sandwiches that feature , in addition to great things like tator tots and ",", a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham .",2
Taylor ham,"In addition to great hot dogs , DOTP has wonderful breakfast sandwiches that feature , in addition to great things like tator tots and English muffins , a delicious NJ-based pork product know to us Jersey girls and boys as T .","In addition to great hot dogs , DOTP has wonderful breakfast sandwiches that feature , in addition to great things like tator tots and English muffins , a delicious NJ-based pork product know to us Jersey girls and boys as ",.,2
pork product,"In addition to great hot dogs , DOTP has wonderful breakfast sandwiches that feature , in addition to great things like tator tots and English muffins , a delicious NJ-based T know to us Jersey girls and boys as Taylor ham .","In addition to great hot dogs , DOTP has wonderful breakfast sandwiches that feature , in addition to great things like tator tots and English muffins , a delicious NJ-based ",know to us Jersey girls and boys as Taylor ham .,2
manager,"Well , it happened because of a graceless T and a rude bartender who had us waiting 20 minutes for drinks , and then tells us to chill out .","Well , it happened because of a graceless ","and a rude bartender who had us waiting 20 minutes for drinks , and then tells us to chill out .",0
bartender,"Well , it happened because of a graceless manager and a rude T who had us waiting 20 minutes for drinks , and then tells us to chill out .","Well , it happened because of a graceless manager and a rude ","who had us waiting 20 minutes for drinks , and then tells us to chill out .",0
drinks,"Well , it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for T , and then tells us to chill out .","Well , it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for ",", and then tells us to chill out .",1
waiting,"Well , it happened because of a graceless manager and a rude bartender who had us T 20 minutes for drinks , and then tells us to chill out .","Well , it happened because of a graceless manager and a rude bartender who had us ","20 minutes for drinks , and then tells us to chill out .",0
service,"Not only is the T great , but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable .",Not only is the ,"great , but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable .",2
atmosphere,"Not only is the service great , but forming conversation around a table is so easy beacuse the T can be both romantic and comfortable .","Not only is the service great , but forming conversation around a table is so easy beacuse the ",can be both romantic and comfortable .,2
green chillis,"When the dish arrived it was blazing with T , definitely not edible by a human .",When the dish arrived it was blazing with ,", definitely not edible by a human .",0
dish,"When the T arrived it was blazing with green chillis , definitely not edible by a human .",When the ,"arrived it was blazing with green chillis , definitely not edible by a human .",0
service,The absolute worst T I 've ever experienced and the food was below average ( when they actually gave people the meals they ordered ) .,The absolute worst ,I 've ever experienced and the food was below average ( when they actually gave people the meals they ordered ) .,0
food,The absolute worst service I 've ever experienced and the T was below average ( when they actually gave people the meals they ordered ) .,The absolute worst service I 've ever experienced and the ,was below average ( when they actually gave people the meals they ordered ) .,0
meals,The absolute worst service I 've ever experienced and the food was below average ( when they actually gave people the T they ordered ) .,The absolute worst service I 've ever experienced and the food was below average ( when they actually gave people the ,they ordered ) .,1
lunch,It 's about $ 7 for T and they have take-out or dine-in .,It 's about $ 7 for ,and they have take-out or dine-in .,1
take-out,It 's about $ 7 for lunch and they have T or dine-in .,It 's about $ 7 for lunch and they have ,or dine-in .,1
dine-in,It 's about $ 7 for lunch and they have take-out or T .,It 's about $ 7 for lunch and they have take-out or ,.,1
food,Be sure to accompany your T with one of their fresh juice concoctions .,Be sure to accompany your ,with one of their fresh juice concoctions .,1
fresh juice concoctions,Be sure to accompany your food with one of their T .,Be sure to accompany your food with one of their ,.,2
food,The T is great and the prices are reasonable .,The ,is great and the prices are reasonable .,2
prices,The food is great and the T are reasonable .,The food is great and the ,are reasonable .,2
place,"The T is clean , and if you like soul food , then this is the place to be !",The ,"is clean , and if you like soul food , then this is the place to be !",2
soul food,"The place is clean , and if you like T , then this is the place to be !","The place is clean , and if you like ",", then this is the place to be !",2
roast chicken,I had T and a salad .,I had ,and a salad .,1
salad,I had roast chicken and a T .,I had roast chicken and a ,.,1
chicken with avocado,They have a very good T and good tuna as well .,They have a very good ,and good tuna as well .,2
tuna,They have a very good chicken with avocado and good T as well .,They have a very good chicken with avocado and good ,as well .,2
meals,But the T were terrible .,But the ,were terrible .,0
chicken,My T was completely dried out and on the cold side and the sauce was not very flavorful .,My ,was completely dried out and on the cold side and the sauce was not very flavorful .,0
sauce,My chicken was completely dried out and on the cold side and the T was not very flavorful .,My chicken was completely dried out and on the cold side and the ,was not very flavorful .,0
Malted Milk Ball Gelato,T - have you ever in your life heard of anything so ridiculously wonderful ?,a,- have you ever in your life heard of anything so ridiculously wonderful ?,2
meal,Way too much money for such a terrible T .,Way too much money for such a terrible ,.,0
service,"However , the T is absolutely horrible .","However , the ",is absolutely horrible .,0
bar service,A con was the slow T .,A con was the slow ,.,0
Dessert,T was also to die for !,a,was also to die for !,2
service,"BTW , the T is very good .","BTW , the ",is very good .,2
black vinegar,It 's eaten with T and shredded ginger .,It 's eaten with ,and shredded ginger .,1
shredded ginger,It 's eaten with black vinegar and T .,It 's eaten with black vinegar and ,.,1
lighting,"The unattractive T made me want to gag , the food was overpriced , there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate .",The unattractive ,"made me want to gag , the food was overpriced , there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate .",0
food,"The unattractive lighting made me want to gag , the T was overpriced , there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate .","The unattractive lighting made me want to gag , the ","was overpriced , there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate .",0
disco pop duo,"The unattractive lighting made me want to gag , the food was overpriced , there was the most awful T performing-and my escargot looked like it might crawl off the plate .","The unattractive lighting made me want to gag , the food was overpriced , there was the most awful ",performing-and my escargot looked like it might crawl off the plate .,0
escargot,"The unattractive lighting made me want to gag , the food was overpriced , there was the most awful disco pop duo performing-and my T looked like it might crawl off the plate .","The unattractive lighting made me want to gag , the food was overpriced , there was the most awful disco pop duo performing-and my ",looked like it might crawl off the plate .,0
place,it is a cozy T to go with a couple of friends .,it is a cozy ,to go with a couple of friends .,2
service,"The T is always great , and the owner walks around to make sure you enjoy .",The ,"is always great , and the owner walks around to make sure you enjoy .",2
owner,"The service is always great , and the T walks around to make sure you enjoy .","The service is always great , and the ",walks around to make sure you enjoy .,2
waiters,because the T need SEVERE ATTITUE ADJUSTMENTS .,because the ,need SEVERE ATTITUE ADJUSTMENTS .,0
food,the T is delicious and highly recommended .,the ,is delicious and highly recommended .,2
waiter,"When it came time to take the order the T gave us a hard time , walked away then came back with a paper and pen for us to write down what we wanted ... excuse me but is n't that his job ? ? ?",When it came time to take the order the ,"gave us a hard time , walked away then came back with a paper and pen for us to write down what we wanted ... excuse me but is n't that his job ? ? ?",0
salads,Dieters stick to T or indulge in vegetarian platters .,Dieters stick to ,or indulge in vegetarian platters .,2
vegetarian platters,Dieters stick to salads or indulge in T .,Dieters stick to salads or indulge in ,.,2
meal,So for a filling and healthy T give it a go .,So for a filling and healthy ,give it a go .,2
food,"Since I cook for a living , I 'm very fussy about the T I eat in restaurants .","Since I cook for a living , I 'm very fussy about the ",I eat in restaurants .,1
service,The T was outstanding .,The ,was outstanding .,2
pizza,My friends and I stop here for T before hitting the Kips Bay movie theater .,My friends and I stop here for ,before hitting the Kips Bay movie theater .,1
pizza,We always enjoy the T .,We always enjoy the ,.,2
service,The T is pretty good .,The ,is pretty good .,2
chicken,"Yum , the T is great here .","Yum , the ",is great here .,2
food,"The T here was great , a treat from beginning to end .",The ,"here was great , a treat from beginning to end .",2
host ( owner ),The T and servers are personable and caring .,The ,and servers are personable and caring .,2
servers,The host ( owner ) and T are personable and caring .,The host ( owner ) and ,are personable and caring .,2
food,"It 's just everything ... the T , the atmosphere ... the incrediby kind and gracious hostess .",It 's just everything ... the ,", the atmosphere ... the incrediby kind and gracious hostess .",2
atmosphere,"It 's just everything ... the food , the T ... the incrediby kind and gracious hostess .","It 's just everything ... the food , the ",... the incrediby kind and gracious hostess .,2
hostess,"It 's just everything ... the food , the atmosphere ... the incrediby kind and gracious T .","It 's just everything ... the food , the atmosphere ... the incrediby kind and gracious ",.,2
food,The T is very good and the service is great .,The ,is very good and the service is great .,2
service,The food is very good and the T is great .,The food is very good and the ,is great .,2
Vietnamese Beef Noodle Soup,I usually get one the T .,I usually get one the ,.,1
dining experience,We were wondering why they were there to make our T miserable ?,We were wondering why they were there to make our ,miserable ?,0
Indian food,"This place has the best T in New York , hands down .",This place has the best ,"in New York , hands down .",2
waiters,The T are very friendly and helpful and if you frequent they will remember you .,The ,are very friendly and helpful and if you frequent they will remember you .,2
interior,Intimate but charming T with extremely friendly and attentive service .,Intimate but charming ,with extremely friendly and attentive service .,2
service,Intimate but charming interior with extremely friendly and attentive T .,Intimate but charming interior with extremely friendly and attentive ,.,2
food,The T was as creative as the decor and both worked .,The ,was as creative as the decor and both worked .,2
decor,The food was as creative as the T and both worked .,The food was as creative as the ,and both worked .,2
menu,"The T is great , with a good selection , and everything that I have tried is absolutely delicious .",The ,"is great , with a good selection , and everything that I have tried is absolutely delicious .",2
selection,"The menu is great , with a good T , and everything that I have tried is absolutely delicious .","The menu is great , with a good ",", and everything that I have tried is absolutely delicious .",2
sauce,The T is zesty and flavorful and the crust is nice and crispy .,The ,is zesty and flavorful and the crust is nice and crispy .,2
crust,The sauce is zesty and flavorful and the T is nice and crispy .,The sauce is zesty and flavorful and the ,is nice and crispy .,2
sushi,This place has the best T in the city .,This place has the best ,in the city .,2
selection,They have an excellent T ( the rolls with crab are really great ) .,They have an excellent ,( the rolls with crab are really great ) .,2
rolls with crab,They have an excellent selection ( the T are really great ) .,They have an excellent selection ( the ,are really great ) .,2
host,"Everyone who works there ( the T , the bartender , the servers ) is so helpful .",Everyone who works there ( the ,", the bartender , the servers ) is so helpful .",2
bartender,"Everyone who works there ( the host , the T , the servers ) is so helpful .","Everyone who works there ( the host , the ",", the servers ) is so helpful .",2
servers,"Everyone who works there ( the host , the bartender , the T ) is so helpful .","Everyone who works there ( the host , the bartender , the ",) is so helpful .,2
food,And the T is fantastic .,And the ,is fantastic .,2
potato spinach gnocchi,Favourites include : T and the lamb .,Favourites include : ,and the lamb .,2
lamb,Favourites include : potato spinach gnocchi and the T .,Favourites include : potato spinach gnocchi and the ,.,2
lunch,"Unfortunately , we chose this spot for T as we had done a lot of walking and ended up at the South St Seaport .","Unfortunately , we chose this spot for ",as we had done a lot of walking and ended up at the South St Seaport .,1
sandwiches,But regulars know that the T are the real star here .,But regulars know that the ,are the real star here .,2
port,The skillfully chosen Tuguese cheese cart paired with quality port provides the perfect Iberian ending .,The skillfully chosen ,uguese cheese cart paired with quality port provides the perfect Iberian ending .,2
Portuguese cheese cart,The skillfully chosen T paired with quality port provides the perfect Iberian ending .,The skillfully chosen ,paired with quality port provides the perfect Iberian ending .,2
burger,My friend had a T and I had these wonderful blueberry pancakes .,My friend had a ,and I had these wonderful blueberry pancakes .,1
blueberry pancakes,My friend had a burger and I had these wonderful T .,My friend had a burger and I had these wonderful ,.,2
food,We were so happy with our T and were even more thrilled when we saw the bill .,We were so happy with our ,and were even more thrilled when we saw the bill .,2
bill,We were so happy with our food and were even more thrilled when we saw the T .,We were so happy with our food and were even more thrilled when we saw the ,.,2
toppings,"All T are so fresh you 'd think they had their own vegetable garden and the crust is so perfect , that one actually thinks of how it was made .",All ,"are so fresh you 'd think they had their own vegetable garden and the crust is so perfect , that one actually thinks of how it was made .",2
crust,"All toppings are so fresh you 'd think they had their own vegetable garden and the T is so perfect , that one actually thinks of how it was made .",All toppings are so fresh you 'd think they had their own vegetable garden and the ,"is so perfect , that one actually thinks of how it was made .",2
service,We 've always gotten amazing T and we love the food .,We 've always gotten amazing ,and we love the food .,2
food,We 've always gotten amazing service and we love the T .,We 've always gotten amazing service and we love the ,.,2
waitstaff,"The T is solicitous and friendly and always seems glad to see us , and the food is wonderful , if not stunningly creative .",The ,"is solicitous and friendly and always seems glad to see us , and the food is wonderful , if not stunningly creative .",2
food,"The waitstaff is solicitous and friendly and always seems glad to see us , and the T is wonderful , if not stunningly creative .","The waitstaff is solicitous and friendly and always seems glad to see us , and the ","is wonderful , if not stunningly creative .",2
lobster ravioli,I 'm in love with the T !,I 'm in love with the ,!,2
meal,We came across this restaurant by accident while at a DUMBO art festival and thoroughly enjoyed our T .,We came across this restaurant by accident while at a DUMBO art festival and thoroughly enjoyed our ,.,2
Service,"T is excellent , no wait , and you get a lot for the price .",a,"is excellent , no wait , and you get a lot for the price .",2
price,"Service is excellent , no wait , and you get a lot for the T .","Service is excellent , no wait , and you get a lot for the ",.,2
wait,"Service is excellent , no T , and you get a lot for the price .","Service is excellent , no ",", and you get a lot for the price .",2
food,I thought the T is n't cheap at all compared to Chinatown .,I thought the ,is n't cheap at all compared to Chinatown .,0
Coffee,T is a better deal than overpriced Cosi sandwiches .,a,is a better deal than overpriced Cosi sandwiches .,2
Cosi sandwiches,Coffee is a better deal than overpriced T .,Coffee is a better deal than overpriced ,.,0
drink,We did n't know if we should order a T or leave ?,We did n't know if we should order a ,or leave ?,1
prices,") It 's not the best Japanese restaurant in the East Village , but it 's a pretty solid one for its modest T , and worth repeat visits .",") It 's not the best Japanese restaurant in the East Village , but it 's a pretty solid one for its modest ",", and worth repeat visits .",2
food,The T is so good and so popular that waiting can really be a nightmare .,The ,is so good and so popular that waiting can really be a nightmare .,2
waiting,The food is so good and so popular that T can really be a nightmare .,The food is so good and so popular that ,can really be a nightmare .,0
place,First walking in the T seemed to have great ambience .,First walking in the ,seemed to have great ambience .,2
ambience,First walking in the place seemed to have great T .,First walking in the place seemed to have great ,.,2
brunch,I went to Kitchenette this weekend for T .,I went to Kitchenette this weekend for ,.,1
food,Even for two very hungry people there is plenty of T left to be taken home ( it reheats really well also ) .,Even for two very hungry people there is plenty of ,left to be taken home ( it reheats really well also ) .,2
crust,"Then they somehow made a dry and burnt T , around a raw and cold inside .",Then they somehow made a dry and burnt ,", around a raw and cold inside .",0
food,"It 's just good T , nothing more and that 's all we want !",It 's just good ,", nothing more and that 's all we want !",2
cake,Average T thats been courted by a LOT of hype .,Average ,thats been courted by a LOT of hype .,0
dinner,My wife and I recently visited the bistro for T and had a wonderful experience .,My wife and I recently visited the bistro for ,and had a wonderful experience .,1
SERVICE,THE T IS PERFECT TOO NOTHING WRONG IN THIS ITALIAN/FRENCH RESTAURANT,THE ,IS PERFECT TOO NOTHING WRONG IN THIS ITALIAN/FRENCH RESTAURANT,2
Delmonico steak,The $ 72 T had to be sent back because it was not cooked to order .,The $ 72 ,had to be sent back because it was not cooked to order .,0
menu,Everytime I go there I ca n't pick anything to eat and not because the T is filled with great things to eat .,Everytime I go there I ca n't pick anything to eat and not because the ,is filled with great things to eat .,0
rice,Half a chicken with a mountain of T and beans for $ 6.25 .,Half a chicken with a mountain of ,and beans for $ 6.25 .,1
beans,Half a chicken with a mountain of rice and T for $ 6.25 .,Half a chicken with a mountain of rice and ,for $ 6.25 .,1
chicken,Half a T with a mountain of rice and beans for $ 6.25 .,Half a ,with a mountain of rice and beans for $ 6.25 .,1
service,"The T is really fast and friendly , and the value is great .",The ,"is really fast and friendly , and the value is great .",2
value,"The service is really fast and friendly , and the T is great .","The service is really fast and friendly , and the ",is great .,2
food,We were very impressed with the T and value .,We were very impressed with the ,and value .,2
value,We were very impressed with the food and T .,We were very impressed with the food and ,.,2
garlic soup,You must try the T !,You must try the ,!,2
falafel,"Casablanca servces delicious T , tabouleh , humus and other Mediterranean delights , which are all very inexpensive .",Casablanca servces delicious ,", tabouleh , humus and other Mediterranean delights , which are all very inexpensive .",2
tabouleh,"Casablanca servces delicious falafel , T , humus and other Mediterranean delights , which are all very inexpensive .","Casablanca servces delicious falafel , ",", humus and other Mediterranean delights , which are all very inexpensive .",2
humus,"Casablanca servces delicious falafel , tabouleh , T and other Mediterranean delights , which are all very inexpensive .","Casablanca servces delicious falafel , tabouleh , ","and other Mediterranean delights , which are all very inexpensive .",2
Mediterranean delights,"Casablanca servces delicious falafel , tabouleh , humus and other T , which are all very inexpensive .","Casablanca servces delicious falafel , tabouleh , humus and other ",", which are all very inexpensive .",2
pizza 's,"The T are made fresh , crispy , and ready to serve .",The ,"are made fresh , crispy , and ready to serve .",2
Staff,T is accomodating make sure you are satified .,a,is accomodating make sure you are satified .,2
Chef,T Waldy 's always measures up .,a,Waldy 's always measures up .,2
sushi,Reasonably priced with very fresh T .,Reasonably priced with very fresh ,.,2
priced,Reasonably T with very fresh sushi .,Reasonably ,with very fresh sushi .,2
Seafood Paella for two,Go for the T .,Go for the ,.,2
apetizers,All of the T are good and the Sangria is very good .,All of the ,are good and the Sangria is very good .,2
Sangria,All of the apetizers are good and the T is very good .,All of the apetizers are good and the ,is very good .,2
service,"The one positive thing I can say is that the T was prompt , we got seated right away and the server was very friendly .",The one positive thing I can say is that the ,"was prompt , we got seated right away and the server was very friendly .",2
server,"The one positive thing I can say is that the service was prompt , we got seated right away and the T was very friendly .","The one positive thing I can say is that the service was prompt , we got seated right away and the ",was very friendly .,2
staff,The T greeted me warmly at the door and I was seated promptly and the food was excellent .,The ,greeted me warmly at the door and I was seated promptly and the food was excellent .,2
food,The staff greeted me warmly at the door and I was seated promptly and the T was excellent .,The staff greeted me warmly at the door and I was seated promptly and the ,was excellent .,2
Service,T is usually pretty good .,a,is usually pretty good .,2
Host,T and Hostess was quite rude .,a,and Hostess was quite rude .,0
Hostess,Host and T was quite rude .,Host and ,was quite rude .,0
wait staff,"the T is very friendly , if your not rude or picky ... ... .our meal at Leon last weekend was great - .",the ,"is very friendly , if your not rude or picky ... ... .our meal at Leon last weekend was great - .",2
meal,"the wait staff is very friendly , if your not rude or picky ... ... .our T at Leon last weekend was great - .","the wait staff is very friendly , if your not rude or picky ... ... .our ",at Leon last weekend was great - .,2
salmon dishes,I recommend any of their T ... ...,I recommend any of their ,... ...,2
foie gras,The T was sweet and luscious .,The ,was sweet and luscious .,2
menu,"The T , which changes seasonally , shows both regional and international influences .",The ,", which changes seasonally , shows both regional and international influences .",1
mac cheese,but their T was YUMMY !,but their ,was YUMMY !,2
brunch menu,their T had something for everyone .,their ,had something for everyone .,2
jazz singer,T had a nice voice + she made us all get up to dance to shake some cals to eat some more .,a,had a nice voice + she made us all get up to dance to shake some cals to eat some more .,2
service,They have very quick T which is great when you do n't have much time .,They have very quick ,which is great when you do n't have much time .,2
food,"The T is average : breakfast food , soups , salads , sandwiches , etc .",The ,"is average : breakfast food , soups , salads , sandwiches , etc .",1
breakfast food,"The food is average : T , soups , salads , sandwiches , etc .",The food is average : ,", soups , salads , sandwiches , etc .",1
soups,"The food is average : breakfast food , T , salads , sandwiches , etc .","The food is average : breakfast food , ",", salads , sandwiches , etc .",1
salads,"The food is average : breakfast food , soups , T , sandwiches , etc .","The food is average : breakfast food , soups , ",", sandwiches , etc .",1
sandwiches,"The food is average : breakfast food , soups , salads , T , etc .","The food is average : breakfast food , soups , salads , ",", etc .",1
FOOD,I WAS HIGHLY DISAPPOINTED BY THE T .,I WAS HIGHLY DISAPPOINTED BY THE ,.,0
BANANA PUDDING,"THE T THEY SERVE HAS NEVER SEEN AN OVEN , THE CRABCAKES ARE WAY OVER SALTED AND DO N'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE .",THE ,"THEY SERVE HAS NEVER SEEN AN OVEN , THE CRABCAKES ARE WAY OVER SALTED AND DO N'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE .",0
CRABCAKES,"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN , THE T ARE WAY OVER SALTED AND DO N'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE .","THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN , THE ",ARE WAY OVER SALTED AND DO N'T GET ME STARTED ON THE VERY GREASY MAC AND CHEESE .,0
MAC AND CHEESE,"THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN , THE CRABCAKES ARE WAY OVER SALTED AND DO N'T GET ME STARTED ON THE VERY GREASY T .","THE BANANA PUDDING THEY SERVE HAS NEVER SEEN AN OVEN , THE CRABCAKES ARE WAY OVER SALTED AND DO N'T GET ME STARTED ON THE VERY GREASY ",.,0
staff,"The T is arrogant , the prices are way high for Brooklyn .",The ,"is arrogant , the prices are way high for Brooklyn .",0
prices,"The staff is arrogant , the T are way high for Brooklyn .","The staff is arrogant , the ",are way high for Brooklyn .,0
service,the T is prompt friendly .,the ,is prompt friendly .,2
food,This is literally a hot spot when it comes to the T .,This is literally a hot spot when it comes to the ,.,2
downstairs bar scene,The T is very cool and chill ...,The ,is very cool and chill ...,2
food,"The T was definitely good , but when all was said and done , I just could n't justify it for the price ( including 2 drinks , $ 100/person ) ...",The ,"was definitely good , but when all was said and done , I just could n't justify it for the price ( including 2 drinks , $ 100/person ) ...",2
price,"The food was definitely good , but when all was said and done , I just could n't justify it for the T ( including 2 drinks , $ 100/person ) ...","The food was definitely good , but when all was said and done , I just could n't justify it for the ","( including 2 drinks , $ 100/person ) ...",0
drinks,"The food was definitely good , but when all was said and done , I just could n't justify it for the price ( including 2 T , $ 100/person ) ...","The food was definitely good , but when all was said and done , I just could n't justify it for the price ( including 2 ",", $ 100/person ) ...",1
casual lunches,I 've come here for T as well as for a friend 's birthday and I always enjoy myself .,I 've come here for ,as well as for a friend 's birthday and I always enjoy myself .,1
Tequila,If you are a T fan you will not be disappointed .,If you are a ,fan you will not be disappointed .,2
beer selection,"Great T too , something like 50 beers .",Great ,"too , something like 50 beers .",2
beers,"Great beer selection too , something like 50 T .","Great beer selection too , something like 50 ",.,1
delivary,Not to sound too negative but be wary of the T .,Not to sound too negative but be wary of the ,.,0
food,"I found the T to be just as good as its owner , Da Silvano , just much less expensive .",I found the ,"to be just as good as its owner , Da Silvano , just much less expensive .",2
owner,"I found the food to be just as good as its T , Da Silvano , just much less expensive .",I found the food to be just as good as its ,", Da Silvano , just much less expensive .",2
homemade pastas,They have T of all kinds -- I recommend the gnocchi -- yum !,They have ,of all kinds -- I recommend the gnocchi -- yum !,2
gnocchi,They have homemade pastas of all kinds -- I recommend the T -- yum !,They have homemade pastas of all kinds -- I recommend the ,-- yum !,2
vegetable risotto,"My T was burnt , and infused totally in a burnt flavor .",My ,"was burnt , and infused totally in a burnt flavor .",0
flavor,"My vegetable risotto was burnt , and infused totally in a burnt T .","My vegetable risotto was burnt , and infused totally in a burnt ",.,0
price,The main draw of this place is the T .,The main draw of this place is the ,.,2
service,How can hope to stay in business with T like this ?,How can hope to stay in business with ,like this ?,0
dinner,"But T here is never disappointing , even if the prices are a bit over the top .",But ,"here is never disappointing , even if the prices are a bit over the top .",2
prices,"But dinner here is never disappointing , even if the T are a bit over the top .","But dinner here is never disappointing , even if the ",are a bit over the top .,0
sandwiches,"Not only did they have amazing , T , soup , pizza etc , but their homemade sorbets are out of this world !","Not only did they have amazing , ",", soup , pizza etc , but their homemade sorbets are out of this world !",2
soup,"Not only did they have amazing , sandwiches , T , pizza etc , but their homemade sorbets are out of this world !","Not only did they have amazing , sandwiches , ",", pizza etc , but their homemade sorbets are out of this world !",2
pizza,"Not only did they have amazing , sandwiches , soup , T etc , but their homemade sorbets are out of this world !","Not only did they have amazing , sandwiches , soup , ","etc , but their homemade sorbets are out of this world !",2
homemade sorbets,"Not only did they have amazing , sandwiches , soup , pizza etc , but their T are out of this world !","Not only did they have amazing , sandwiches , soup , pizza etc , but their ",are out of this world !,2
homemade Guacamole,"the T , the unbelievable entree , and thee most amazing deserts .",the ,", the unbelievable entree , and thee most amazing deserts .",2
entree,"the homemade Guacamole , the unbelievable T , and thee most amazing deserts .","the homemade Guacamole , the unbelievable ",", and thee most amazing deserts .",2
deserts,"the homemade Guacamole , the unbelievable entree , and thee most amazing T .","the homemade Guacamole , the unbelievable entree , and thee most amazing ",.,2
sushi,The T is reasonably priced and fresh .,The ,is reasonably priced and fresh .,2
priced,The sushi is reasonably T and fresh .,The sushi is reasonably ,and fresh .,2
deserts,Save room for T - they 're to die for .,Save room for ,- they 're to die for .,2
grill,Best things to order are from the T ( Churrasco and Ribs ) .,Best things to order are from the ,( Churrasco and Ribs ) .,2
Churrasco,Best things to order are from the grill ( T and Ribs ) .,Best things to order are from the grill ( ,and Ribs ) .,2
Ribs,Best things to order are from the grill ( Churrasco and T ) .,Best things to order are from the grill ( Churrasco and ,) .,2
traditional Italian items,The T are great - cheap and served in a cozy setting .,The ,are great - cheap and served in a cozy setting .,2
setting,The traditional Italian items are great - cheap and served in a cozy T .,The traditional Italian items are great - cheap and served in a cozy ,.,2
served,The traditional Italian items are great - cheap and T in a cozy setting .,The traditional Italian items are great - cheap and ,in a cozy setting .,2
iced blended mocha,Whether your choose the T or the hot white mocha you are sure to be extremely happy .,Whether your choose the ,or the hot white mocha you are sure to be extremely happy .,2
hot white mocha,Whether your choose the iced blended mocha or the T you are sure to be extremely happy .,Whether your choose the iced blended mocha or the ,you are sure to be extremely happy .,2
late lunch,last Tuesday for a T with a friend .,last Tuesday for a ,with a friend .,1
parmesan cheese,Another friend had to ask 3 times for T .,Another friend had to ask 3 times for ,.,1
waitress,"Our T had apparently never tried any of the food , and there was no one to recommend any wine .",Our ,"had apparently never tried any of the food , and there was no one to recommend any wine .",0
food,"Our waitress had apparently never tried any of the T , and there was no one to recommend any wine .",Our waitress had apparently never tried any of the ,", and there was no one to recommend any wine .",1
wine,"Our waitress had apparently never tried any of the food , and there was no one to recommend any T .","Our waitress had apparently never tried any of the food , and there was no one to recommend any ",.,1
service,"The T was a bit slow and the portions are a bit small so if you are hungry and in a rush , this is not the place for you .",The ,"was a bit slow and the portions are a bit small so if you are hungry and in a rush , this is not the place for you .",0
portions,"The service was a bit slow and the T are a bit small so if you are hungry and in a rush , this is not the place for you .",The service was a bit slow and the ,"are a bit small so if you are hungry and in a rush , this is not the place for you .",0
salad,The unfortunate lady next to us thought she had ordered a T ( including asking for salad dressing ) and was instead given a quesedilla .,The unfortunate lady next to us thought she had ordered a ,( including asking for salad dressing ) and was instead given a quesedilla .,1
salad dressing,The unfortunate lady next to us thought she had ordered a salad ( including asking for T ) and was instead given a quesedilla .,The unfortunate lady next to us thought she had ordered a salad ( including asking for ,) and was instead given a quesedilla .,1
quesedilla,The unfortunate lady next to us thought she had ordered a salad ( including asking for salad dressing ) and was instead given a T .,The unfortunate lady next to us thought she had ordered a salad ( including asking for salad dressing ) and was instead given a ,.,1
pizza 's,"El Nidos one of the best restaurants in New York which I 've ever been to , has a great variety of tasty , mouth watering T .","El Nidos one of the best restaurants in New York which I 've ever been to , has a great variety of tasty , mouth watering ",.,2
