target,text,text,text,label
drivers ,"InÂ November my computer messed up entirely and would n't power on after intalling a Windows update , I had to have my HD flashed and lost EVERYTHING on it , including my school assignments and irriplaceable pictures that were only in digital format and several other things , when this update was installed for some reason I was unable to roll back the drivers s and everything to an earlier working condition because when the update was installed it deleted my history .","InÂ November my computer messed up entirely and would n't power on after intalling a Windows update , I had to have my HD flashed and lost EVERYTHING on it , including my school assignments and irriplaceable pictures that were only in digital format and several other things , when this update was installed for some reason I was unable to roll back the ",s and everything to an earlier working condition because when the update was installed it deleted my history .,0
Windows update ,"InÂ November my computer messed up entirely and would n't power on after intalling a Windows update e , I had to have my HD flashed and lost EVERYTHING on it , including my school assignments and irriplaceable pictures that were only in digital format and several other things , when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history .",InÂ November my computer messed up entirely and would n't power on after intalling a ,"e , I had to have my HD flashed and lost EVERYTHING on it , including my school assignments and irriplaceable pictures that were only in digital format and several other things , when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history .",1
OSX ,I can have both OSX and Windows XP running at the same time !,I can have both ,and Windows XP running at the same time !,2
Windows XP ,I can have both OSX and Windows XP running at the same time !,I can have both OSX and ,running at the same time !,2
Features ,"Overall : Poor , Features : Average , Performance : Poor , Battery Life : Excellent , Price-Value : Poor","Overall : Poor , ",": Average , Performance : Poor , Battery Life : Excellent , Price-Value : Poor",1
Performance ,"Overall : Poor , Features : Average , Performance : Poor , Battery Life : Excellent , Price-Value : Poor","Overall : Poor , Features : Average , ",": Poor , Battery Life : Excellent , Price-Value : Poor",0
Battery Life ,"Overall : Poor , Features : Average , Performance : Poor , Battery Life : Excellent , Price-Value : Poor","Overall : Poor , Features : Average , Performance : Poor , ",": Excellent , Price-Value : Poor",2
Price ,"Overall : Poor , Features : Average , Performance : Poor , Battery Life : Excellent , Price -Value : Poor","Overall : Poor , Features : Average , Performance : Poor , Battery Life : Excellent , ",-Value : Poor,0
Value ,"Overall : Poor , Features : Average , Performance : Poor , Battery Life : Excellent , Price- Value : Poor","Overall : Poor , Features : Average , Performance : Poor , Battery Life : Excellent , Price- ",: Poor,0
windows ,Microsoft seems to be unable to keep up with repairs for the multitude of windows problems .,Microsoft seems to be unable to keep up with repairs for the multitude of ,problems .,0
graphics ,The graphics are stunning .,The ,are stunning .,2
system ,"( I found a 2GB stick for a bit under $ 50 ) Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours , or at the hotel taking care of some last minute details and documents .",( I found a 2GB stick for a bit under $ 50 ) Nice and portable and definitely a decent enough ,"to keep you entertained while sitting in the airplane for a couple of hours , or at the hotel taking care of some last minute details and documents .",2
WiFi ,after much effort and 10 days ASUS replaced itThe WiFi is very weak .,after much effort and 10 days ASUS replaced itThe ,is very weak .,0
software ,You can call HP and they want you to buy more software to fix it .,You can call HP and they want you to buy more ,to fix it .,1
update programs ,It is easy to navigate and update programs .,It is easy to navigate and ,.,1
navigate ,It is easy to navigate and update programs .,It is easy to ,and update programs .,2
Applications ,", Applications respond immediately ( not like the tired MS applications ) .",", ",respond immediately ( not like the tired MS applications ) .,2
MS applications ,", Applications respond immediately ( not like the tired MS applications ) .",", Applications respond immediately ( not like the tired ",) .,0
Customer Service ,"All in all , a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service .","All in all , a very disappointing experience except that I learned how good the Geek Squad is and also ",.,2
screen ,"The only drawback for me is how dirty the screen gets , and rather quickly too .",The only drawback for me is how dirty the ,"gets , and rather quickly too .",0
carry ,"The laptop is very lightweight , can easily carry around in a knapsack full of text books and it barely adds any weight .","The laptop is very lightweight , can easily ",around in a knapsack full of text books and it barely adds any weight .,2
weight ,"The laptop is very lightweight , can easily carry around in a knapsack full of text books and it barely adds any weight .",The laptop is very light,", can easily carry around in a knapsack full of text books and it barely adds any weight .",2
applications ,"Seems to slow down occassionally but can run many applications ( ie Internet tabs , programs , etc ) simultaneously .",Seems to slow down occassionally but can run many ,"( ie Internet tabs , programs , etc ) simultaneously .",2
programs ,"Seems to slow down occassionally but can run many applications ( ie Internet tabs , programs , etc ) simultaneously .","Seems to slow down occassionally but can run many applications ( ie Internet tabs , ",", etc ) simultaneously .",1
Internet tabs ,"Seems to slow down occassionally but can run many applications ( ie Internet tabs , programs , etc ) simultaneously .",Seems to slow down occassionally but can run many applications ( ie ,", programs , etc ) simultaneously .",2
noises ,I also did not like the loud noises it made or how the bottom of the computer would get really hot .,I also did not like the loud ,it made or how the bottom of the computer would get really hot .,0
bottom of the computer ,I also did not like the loud noises it made or how the bottom of the computer would get really hot .,I also did not like the loud noises it made or how the ,would get really hot .,0
repair technician ,I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it .,I had in the past a Dell laptop and they sent me the items it needed or they sent a ,to my house to fix it .,2
software ,defective software .,defective ,.,0
carry ,This computer was so challenging to carry and handle .,This computer was so challenging to ,and handle .,0
handle ,This computer was so challenging to carry and handle .,This computer was so challenging to carry and ,.,0
Cords ,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,a,coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,0
power ,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,Cords coming out the right for ,plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,0
headphones ,Cords coming out the right for power plus cords coming out front for headphones /mic plus network connection on left make for a very messy setup with cords going every direction .,Cords coming out the right for power plus cords coming out front for ,/mic plus network connection on left make for a very messy setup with cords going every direction .,0
mic ,Cords coming out the right for power plus cords coming out front for headphones/ mic plus network connection on left make for a very messy setup with cords going every direction .,Cords coming out the right for power plus cords coming out front for headphones/ ,plus network connection on left make for a very messy setup with cords going every direction .,0
network connection ,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,Cords coming out the right for power plus cords coming out front for headphones/mic plus ,on left make for a very messy setup with cords going every direction .,0
setup ,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy ,with cords going every direction .,0
cords ,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,a,coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,0
cords ,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,a,coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction .,0
power supply ,Unless you want to be inconvenienced with a non working power supply which you ca n't find a replacement for because they made the attachment so small .,Unless you want to be inconvenienced with a non working ,which you ca n't find a replacement for because they made the attachment so small .,0
Core2 Quad ,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz .,It is much faster than my desktop which is a ,running at 2.83 GHz .,1
battery life ,It is good to know that I can mobilize without having to worry about the battery life .,It is good to know that I can mobilize without having to worry about the ,.,2
screen ,"The screen is nice , side view angles are pretty good .",The ,"is nice , side view angles are pretty good .",2
screen ,"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or do n't want to bother them with bright lighting , it is very convenient to have a darker , softer lit screen .",The fact that the ,"reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or do n't want to bother them with bright lighting , it is very convenient to have a darker , softer lit screen .",2
screen ,"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or do n't want to bother them with bright lighting , it is very convenient to have a darker , softer lit screen .",The fact that the ,"reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or do n't want to bother them with bright lighting , it is very convenient to have a darker , softer lit screen .",2
applications ,3 weeks went by and the computer keeps crashing and will not open any applications .,3 weeks went by and the computer keeps crashing and will not open any ,.,1
charger unit ,Not to mention sometimes the whole charger unit will decide not to work entirely .,Not to mention sometimes the whole ,will decide not to work entirely .,0
feel ,"Looks nice , but has a horribly cheap feel .","Looks nice , but has a horribly cheap ",.,0
Looks ,"Looks nice , but has a horribly cheap feel .",a,"nice , but has a horribly cheap feel .",2
signals ,I have other computers that get strong signals that do n't drop in places that this `` net '' book loses its signal .,I have other computers that get strong ,that do n't drop in places that this `` net '' book loses its signal .,2
signal ,I have other computers that get strong signals that do n't drop in places that this `` net '' book loses its signal .,I have other computers that get strong signals that do n't drop in places that this `` net '' book loses its ,.,0
feel ,"The feel of this is better than the Toshiba , too .",The ,"of this is better than the Toshiba , too .",2
quality ,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality !,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great ,!,2
memory ,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home , and it runs just fine .",I upgraded the ,"and replaced the base Windows 7 Starter to Win 7 Home , and it runs just fine .",1
Windows 7 Starter ,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home , and it runs just fine .",I upgraded the memory and replaced the base ,"to Win 7 Home , and it runs just fine .",1
Win 7 Home ,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home , and it runs just fine .",I upgraded the memory and replaced the base Windows 7 Starter to ,", and it runs just fine .",1
runs ,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home , and it runs just fine .","I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home , and it ",just fine .,2
drive ,"I am not sure if it was the drive itself , however ;",I am not sure if it was the ,"itself , however ;",1
edges ,"Also , one of the users mentioned how the edges on the macbook is sharp , if you have money to spend on one of the incase shells , it does n't seem to be a problem .","Also , one of the users mentioned how the ","on the macbook is sharp , if you have money to spend on one of the incase shells , it does n't seem to be a problem .",0
incase shells ,"Also , one of the users mentioned how the edges on the macbook is sharp , if you have money to spend on one of the incase shells , it does n't seem to be a problem .","Also , one of the users mentioned how the edges on the macbook is sharp , if you have money to spend on one of the ",", it does n't seem to be a problem .",2
keyboard ,"It is easy to use , its keyboard easily accommodates large hands , and its weight is fantasic .","It is easy to use , its ","easily accommodates large hands , and its weight is fantasic .",2
weight ,"It is easy to use , its keyboard easily accommodates large hands , and its weight is fantasic .","It is easy to use , its keyboard easily accommodates large hands , and its ",is fantasic .,2
use ,"It is easy to use , its keyboard easily accommodates large hands , and its weight is fantasic .",It is easy to ,", its keyboard easily accommodates large hands , and its weight is fantasic .",2
shipping ,"Called Acer many times , they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer !","Called Acer many times , they want me to pay the ",to ship it to their repair center - I was very disappointed since it is a brand new computer !,0
repair center ,"Called Acer many times , they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer !","Called Acer many times , they want me to pay the shipping to ship it to their ",- I was very disappointed since it is a brand new computer !,1
applications ,I should have checked this before I installed my applications .,I should have checked this before I installed my ,.,1
battery ,The battery is really long .,The ,is really long .,2
DVD burner ,"Anyway , in early July of this year , the DVD burner stopped working , and the computer stared having issues with power supply .","Anyway , in early July of this year , the ","stopped working , and the computer stared having issues with power supply .",0
power supply ,"Anyway , in early July of this year , the DVD burner stopped working , and the computer stared having issues with power supply .","Anyway , in early July of this year , the DVD burner stopped working , and the computer stared having issues with ",.,0
case ,Had some trouble finding a case that it would fit in .,Had some trouble finding a ,that it would fit in .,0
keyboard ,This computer that I have has had issues with the keyboard where it lost half the keyboard functions .,This computer that I have has had issues with the ,where it lost half the keyboard functions .,0
keyboard functions ,This computer that I have has had issues with the keyboard where it lost half the keyboard functions .,This computer that I have has had issues with the keyboard where it lost half the ,.,0
iMovie ,Comes with iMovie ;,Comes with ,;,2
SERVICE FACILITY ,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS .,COMPUTER HAS BEEN AT ,MORE THAN IN MY HANDS .,0
Customer Service ,When I called Sony the Customer Service was Great .,When I called Sony the ,was Great .,2
warranty ,Â  even though I had the receipt in front of me proving it still had 2 months left on the warranty y .,Â  even though I had the receipt in front of me proving it still had 2 months left on the ,y .,0
programs ,"It is a much more streamlined system for adding programs , using the internet , and doing other things everyone does on a computer .",It is a much more streamlined system for adding ,", using the internet , and doing other things everyone does on a computer .",1
system ,"It is a much more streamlined system for adding programs , using the internet , and doing other things everyone does on a computer .",It is a much more streamlined ,"for adding programs , using the internet , and doing other things everyone does on a computer .",2
using the internet ,"It is a much more streamlined system for adding programs , using the internet , and doing other things everyone does on a computer .","It is a much more streamlined system for adding programs , ",", and doing other things everyone does on a computer .",1
buttons ,"My computer froze on several occasion , had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all .","My computer froze on several occasion , had ",that randomely would fall off and even had moments when the computer would refuse to turn on at all .,0
safe mode ,Not even safe mode boots .,Not even ,boots .,0
18-inch ,"This is an over-sized , 18-inch laptop .","This is an over-sized , ",laptop .,0
universal charger ,I had to pay $ 100 for a universal charger for this cheap $ 300 laptop .,I had to pay $ 100 for a ,for this cheap $ 300 laptop .,0
powerpoint ,The powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary .,The ,opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary .,2
desktop background ,1.You can not change your desktop background ( window 's 7 starter does NOT support that function ) .,1.You can not change your ,( window 's 7 starter does NOT support that function ) .,0
window 's 7 starter ,1.You can not change your desktop background ( window 's 7 starter does NOT support that function ) .,1.You can not change your desktop background ( ,does NOT support that function ) .,0
function ,1.You can not change your desktop background ( window 's 7 starter does NOT support that function ) .,1.You can not change your desktop background ( window 's 7 starter does NOT support that ,) .,0
IT support technicians ,"Took me 11 hours , 3 trips to different FedEx offices , and brutal conversations with 14 of the worse IT support technicians in the world .","Took me 11 hours , 3 trips to different FedEx offices , and brutal conversations with 14 of the worse ",in the world .,0
charger ,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running .,Then after 4 or so months the ,stopped working so I was forced to go out and buy new hardware just to keep this computer running .,0
hardware ,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running .,Then after 4 or so months the charger stopped working so I was forced to go out and buy new ,just to keep this computer running .,0
customer service center ,"As usual at customer service center , she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague ( I could see them ) .",As usual at ,", she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague ( I could see them ) .",0
screen ,The screen gets smeary and dusty very quickly and it 's very noticeable .,The ,gets smeary and dusty very quickly and it 's very noticeable .,0
videocard ,Strengths : Well-shaped Weaknesses : A bad videocard !,Strengths : Well-shaped Weaknesses : A bad ,!,0
shaped ,Strengths : Well- shaped Weaknesses : A bad videocard !,Strengths : Well- ,Weaknesses : A bad videocard !,2
satellite card ,You ca n't even get a satellite card which is why I bought to begin with .,You ca n't even get a ,which is why I bought to begin with .,0
battery life ,"The battery life , before the battery completely died of course , left much to be desired .",The ,", before the battery completely died of course , left much to be desired .",0
battery ,"The battery life , before the battery completely died of course , left much to be desired .",The ,"life , before the battery completely died of course , left much to be desired .",0
touchpad ,"It is a REAL touchpad , not the toy I saw in other brands .",It is a REAL ,", not the toy I saw in other brands .",2
depot ,"Long story , but after many calls to various offices , I was told that no one can override the depot and that managers do n't take phone calls or e/mails .","Long story , but after many calls to various offices , I was told that no one can override the ",and that managers do n't take phone calls or e/mails .,1
Price ,Price and purpose is awesome !,a,and purpose is awesome !,2
zooming ,Wonderful zooming .,Wonderful ,.,2
screen ,"The screen is huge and coloful , but no LED backlighting .",The ,"is huge and coloful , but no LED backlighting .",2
sized ,"In all honesty , if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop , then do not buy this computer .","In all honesty , if someone is looking for a quality laptop and willing to pay a little more money for a normal ","laptop than a cheaper and less impressive laptop , then do not buy this computer .",1
use ,Everything about this computer is easy to use .,Everything about this computer is easy to ,.,2
price ,"Â  Worse , for the price e I could get a *netbook* that outperforms this machine .","Â  Worse , for the ",e I could get a *netbook* that outperforms this machine .,0
features ,It had most of the features and all of the power that I wanted to replace my desktop machine .,It had most of the ,and all of the power that I wanted to replace my desktop machine .,2
power ,It had most of the features and all of the power that I wanted to replace my desktop machine .,It had most of the features and all of the ,that I wanted to replace my desktop machine .,2
Keyboard ,Keyboard was also very nice and had a solid feel .,a,was also very nice and had a solid feel .,2
features ,It did not have all the features I expected it to have .,It did not have all the ,I expected it to have .,0
call center ,"No luck , although I waited for hours on the phone-Visited MacHouse , they stated the their call center is down due to too many phonecalls ( difficult to believe ) .","No luck , although I waited for hours on the phone-Visited MacHouse , they stated the their ",is down due to too many phonecalls ( difficult to believe ) .,0
backlit keyboard ,There is a backlit keyboard which is perfect for typing in the dark .,There is a ,which is perfect for typing in the dark .,2
memory ,It has a lot of memory and a great battery life .,It has a lot of ,and a great battery life .,2
battery life ,It has a lot of memory and a great battery life .,It has a lot of memory and a great ,.,2
service rep ,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter , so it 's not just an isolated incident ! ! !",I spoke with a ,"at Micro Center and his girlfriend is having the same problem with her power adapter , so it 's not just an isolated incident ! ! !",1
power adapter ,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter , so it 's not just an isolated incident ! ! !",I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her ,", so it 's not just an isolated incident ! ! !",0
program ,"I love this program , it is superior to windows movie maker .",I love this ,", it is superior to windows movie maker .",2
windows movie maker ,"I love this program , it is superior to windows movie maker .","I love this program , it is superior to ",.,0
hard drive ,He has replaced his hard drive twice and ( of course ) has had to pay for antivirus software every year .,He has replaced his ,twice and ( of course ) has had to pay for antivirus software every year .,0
antivirus software ,He has replaced his hard drive twice and ( of course ) has had to pay for antivirus software every year .,He has replaced his hard drive twice and ( of course ) has had to pay for ,every year .,0
design ,"This purchase opened me to the world of Macbooks , and I am impressed with the intuition of the design , the beauty of the product , and the excellent technological advances associated with it .","This purchase opened me to the world of Macbooks , and I am impressed with the intuition of the ",", the beauty of the product , and the excellent technological advances associated with it .",2
beauty ,"This purchase opened me to the world of Macbooks , and I am impressed with the intuition of the design , the beauty of the product , and the excellent technological advances associated with it .","This purchase opened me to the world of Macbooks , and I am impressed with the intuition of the design , the ","of the product , and the excellent technological advances associated with it .",2
price ,"The price is great for this model , I only plan on using it for media in the entertainment room .",The ,"is great for this model , I only plan on using it for media in the entertainment room .",2
Garmin GPS software ,It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003 .,It seemed to be a very nice laptop except I was not able to load my ,or Microsoft Office 2003 .,0
Microsoft Office 2003 ,It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003 .,It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or ,.,0
keyboard ,I 've also had to have the keyboard replaced at my expense .,I 've also had to have the ,replaced at my expense .,0
staff ,I had the staff telling me older version did not make the fan noise cause it is a `` different '' computer .,I had the ,telling me older version did not make the fan noise cause it is a `` different '' computer .,0
fan noise ,I had the staff telling me older version did not make the fan noise cause it is a `` different '' computer .,I had the staff telling me older version did not make the ,cause it is a `` different '' computer .,0
price ,Was very much worth the price i paid .,Was very much worth the ,i paid .,2
warranty ,Even out of warranty !,Even out of ,!,1
price ,This is a great little computer for the price .,This is a great little computer for the ,.,2
screen ,"Crisp screen , great battery life , and plenty of storage .",Crisp ,", great battery life , and plenty of storage .",2
battery life ,"Crisp screen , great battery life , and plenty of storage .","Crisp screen , great ",", and plenty of storage .",2
storage ,"Crisp screen , great battery life , and plenty of storage .","Crisp screen , great battery life , and plenty of ",.,2
apple associates ,"All apple associates are always wiling to help you out with anything , no matter when you purchased the computer and how many years passed .",All ,"are always wiling to help you out with anything , no matter when you purchased the computer and how many years passed .",2
screen ,"Also , my sister got the exact same laptop ( since they were so cheap ) and after 8 months , the screen split in half just from everyday use .","Also , my sister got the exact same laptop ( since they were so cheap ) and after 8 months , the ",split in half just from everyday use .,0
price ,The Toshiba Satellite has been more than I expected for the price .,The Toshiba Satellite has been more than I expected for the ,.,2
mousepad sensitivity ,"I had to adjust my mousepad sensitivity , because it is very sensitive .",I had to adjust my ,", because it is very sensitive .",0
iWork ,"I wish iWork or MS Office came with the Mac , but MS Office does n't even come with most pc laptops .",I wish ,"or MS Office came with the Mac , but MS Office does n't even come with most pc laptops .",0
MS Office ,"I wish iWork or MS Office came with the Mac , but MS Office does n't even come with most pc laptops .",I wish iWork or ,"came with the Mac , but MS Office does n't even come with most pc laptops .",0
MS Office ,"I wish iWork or MS Office came with the Mac , but MS Office does n't even come with most pc laptops .",I wish iWork or ,"came with the Mac , but MS Office does n't even come with most pc laptops .",0
Keyboard ,Keyboard is plastic and spongey feeling .,a,is plastic and spongey feeling .,0
mac osx ,"previous laptops were pc 's , still have them , but the mac osx is a clean and smooth operating system .","previous laptops were pc 's , still have them , but the ",is a clean and smooth operating system .,2
operating system ,"previous laptops were pc 's , still have them , but the mac osx is a clean and smooth operating system .","previous laptops were pc 's , still have them , but the mac osx is a clean and smooth ",.,2
keyboard ,i also love having the extra calculator number set up on the keyboard which most laptops do not have .,i also love having the extra calculator number set up on the ,which most laptops do not have .,2
hinge ,Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened .,Because he said that the ,is under the motherboard and they have to dismantle the whole thing before it can be tightened .,0
motherboard ,Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened .,Because he said that the hinge is under the ,and they have to dismantle the whole thing before it can be tightened .,1
surfing the web ,You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever .,You can do it all on this bad boy but the main thing this netbook was desinged for was ,and boy o boy does it ever .,2
use ,"I love my Apple , it is quick and easy to use .","I love my Apple , it is quick and easy to ",.,2
hard drive ,With notes saying they replaced the hard drive .,With notes saying they replaced the ,.,1
use ,"The laptop is relatively simple to use , though I bought Macs for Dummies , which is well worth $ 2",The laptop is relatively simple to ,", though I bought Macs for Dummies , which is well worth $ 2",2
HDD bay ,"Ca n't close the 2nd HDD bay since there are brackets you have to break off ( even then , it still does n't shut ) That could be a major flaw for the dual HDD user .",Ca n't close the 2nd ,"since there are brackets you have to break off ( even then , it still does n't shut ) That could be a major flaw for the dual HDD user .",0
tutorials ,No tutorials on the display .,No ,on the display .,0
leather carrying case ,"The leather carrying case , keyboard and mouse arrived in two days from Memphis warehouse .",The ,", keyboard and mouse arrived in two days from Memphis warehouse .",1
keyboard ,"The leather carrying case , keyboard and mouse arrived in two days from Memphis warehouse .","The leather carrying case , ",and mouse arrived in two days from Memphis warehouse .,1
mouse ,"The leather carrying case , keyboard and mouse arrived in two days from Memphis warehouse .","The leather carrying case , keyboard and ",arrived in two days from Memphis warehouse .,1
touch pad ,The touch pad is among the best .,The ,is among the best .,2
screen ,"Thus , when you carry it at a slanted angle , the screen will `` topple '' or `` slide '' down , if you understand what I mean .","Thus , when you carry it at a slanted angle , the ","will `` topple '' or `` slide '' down , if you understand what I mean .",0
commodity hardwar ,It 's now all commodity hardwar e .,It 's now all ,e .,1
Paralles ,"We also use Paralles so we can run virtual machines of Windows XP Professional , Windows 7 Home Premium , Windows Server Enterprise 2003 , and Windows Server 2008 Enterprise .",We also use ,"so we can run virtual machines of Windows XP Professional , Windows 7 Home Premium , Windows Server Enterprise 2003 , and Windows Server 2008 Enterprise .",1
Windows XP Professional ,"We also use Paralles so we can run virtual machines of Windows XP Professional , Windows 7 Home Premium , Windows Server Enterprise 2003 , and Windows Server 2008 Enterprise .",We also use Paralles so we can run virtual machines of ,", Windows 7 Home Premium , Windows Server Enterprise 2003 , and Windows Server 2008 Enterprise .",1
Windows 7 Home Premium ,"We also use Paralles so we can run virtual machines of Windows XP Professional , Windows 7 Home Premium , Windows Server Enterprise 2003 , and Windows Server 2008 Enterprise .","We also use Paralles so we can run virtual machines of Windows XP Professional , ",", Windows Server Enterprise 2003 , and Windows Server 2008 Enterprise .",1
Windows Server Enterprise 2003 ,"We also use Paralles so we can run virtual machines of Windows XP Professional , Windows 7 Home Premium , Windows Server Enterprise 2003 , and Windows Server 2008 Enterprise .","We also use Paralles so we can run virtual machines of Windows XP Professional , Windows 7 Home Premium , ",", and Windows Server 2008 Enterprise .",1
Windows Server 2008 Enterprise ,"We also use Paralles so we can run virtual machines of Windows XP Professional , Windows 7 Home Premium , Windows Server Enterprise 2003 , and Windows Server 2008 Enterprise .","We also use Paralles so we can run virtual machines of Windows XP Professional , Windows 7 Home Premium , Windows Server Enterprise 2003 , and ",.,1
repair ,"How Toshiba handles the repair seems to vary , some folks indicate that they were charged for even an intial fix , others had the repair done 5 times .",How Toshiba handles the ,"seems to vary , some folks indicate that they were charged for even an intial fix , others had the repair done 5 times .",2
operating system ,I would like to use a different operating system altogether .,I would like to use a different ,altogether .,1
Boot time ,"Boot time is super fast , around anywhere from 35 seconds to 1 minute .",a,"is super fast , around anywhere from 35 seconds to 1 minute .",2
tech support ,tech support would not fix the problem unless I bought your plan for $ 150 plus .,a,would not fix the problem unless I bought your plan for $ 150 plus .,0
Set up ,Set up was easy .,a,was easy .,2
Windows 8 ,Did not enjoy the new Windows 8 and touchscreen functions .,Did not enjoy the new ,and touchscreen functions .,0
touchscreen functions ,Did not enjoy the new Windows 8 and touchscreen functions .,Did not enjoy the new Windows 8 and ,.,0
internal speakers ,"Other than not being a fan of click pads ( industry standard these days ) and the lousy internal speakers , it 's hard for me to find things about this notebook I do n't like , especially considering the $ 350 price tag .",Other than not being a fan of click pads ( industry standard these days ) and the lousy ,", it 's hard for me to find things about this notebook I do n't like , especially considering the $ 350 price tag .",0
price tag ,"Other than not being a fan of click pads ( industry standard these days ) and the lousy internal speakers , it 's hard for me to find things about this notebook I do n't like , especially considering the $ 350 price tag .","Other than not being a fan of click pads ( industry standard these days ) and the lousy internal speakers , it 's hard for me to find things about this notebook I do n't like , especially considering the $ 350 ",.,2
click pads ,"Other than not being a fan of click pads ( industry standard these days ) and the lousy internal speakers , it 's hard for me to find things about this notebook I do n't like , especially considering the $ 350 price tag .",Other than not being a fan of ,"( industry standard these days ) and the lousy internal speakers , it 's hard for me to find things about this notebook I do n't like , especially considering the $ 350 price tag .",0
installation disk ( DVD ) ,No installation disk ( DVD ) is included .,No ,is included .,1
use ,"It 's fast , light , and simple to use .","It 's fast , light , and simple to ",.,2
Works ,"Works well , and I am extremely happy to be back to an apple OS .",a,"well , and I am extremely happy to be back to an apple OS .",2
apple OS ,"Works well , and I am extremely happy to be back to an apple OS .","Works well , and I am extremely happy to be back to an ",.,2
features ,Sure it 's not light and slim but the features make up for it 100 % .,Sure it 's not light and slim but the ,make up for it 100 % .,2
log on ,"I am pleased with the fast log on , speedy WiFi connection and the long battery life ( > 6 hrs ) .",I am pleased with the fast ,", speedy WiFi connection and the long battery life ( > 6 hrs ) .",2
WiFi connection ,"I am pleased with the fast log on , speedy WiFi connection and the long battery life ( > 6 hrs ) .","I am pleased with the fast log on , speedy ",and the long battery life ( > 6 hrs ) .,2
battery life ,"I am pleased with the fast log on , speedy WiFi connection and the long battery life ( > 6 hrs ) .","I am pleased with the fast log on , speedy WiFi connection and the long ",( > 6 hrs ) .,2
delete key ,The Apple engineers have not yet discovered the delete key .,The Apple engineers have not yet discovered the ,.,0
interneting ,Made interneting ( part of my business ) very difficult to maintain .,Made ,( part of my business ) very difficult to maintain .,0
priced ,"Luckily , for all of us contemplating the decision , the Mac Mini is priced just right .","Luckily , for all of us contemplating the decision , the Mac Mini is ",just right .,2
works ,"Super light , super sexy and everything just works .","Super light , super sexy and everything just ",.,2
